lemma,level,english,example_de,example_en,gender,plural,approved,sources_csv,source_notes
Papier,A1,,,,das,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Papier
Partner,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Partner
Partnerin,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Partnerin
Party,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Party
Pass,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Pass#1
Pause,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Pause#1
Pfund,A1,,,,das,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Pfund
Plan,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Plan#1
Platz,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Platz
Polizei,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Polizei
Post,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Post#1
Postleitzahl,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Postleitzahl
Praktikum,A1,,,,das,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Praktikum
Praxis,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Praxis
Preis,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Preis
Problem,A1,,,,das,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Problem
Prospekt,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Prospekt
Prozent,A1,,,,das,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Prozent
Prüfung,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Pr%C3%BCfung
Quadratmeter,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Quadratmeter
Raum,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Raum
Rechnung,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Rechnung
Regen,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Regen
Reis,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Reis#1
Reise,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Reise
Reisebüro,A1,,,,das,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Reiseb%C3%BCro
Reiseführer,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Reisef%C3%BChrer
Reparatur,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Reparatur
Restaurant,A1,,,,das,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Restaurant
Rezeption,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Rezeption
S-Bahn,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/S-Bahn
Saft,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Saft
Salat,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Salat
Salz,A1,,,,das,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Salz
Samstag,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Samstag
Satz,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Satz
Schild,A1,,,,das,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Schild#1
Schinken,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Schinken
Schluss,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Schluss
Schlüssel,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Schl%C3%BCssel
Schrank,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Schrank
Schuh,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Schuh
Schule,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Schule
Schwester,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Schwester
Schwimmbad,A1,,,,das,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Schwimmbad
Schüler,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Sch%C3%BCler
See,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/See#1
Sehenswürdigkeit,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Sehensw%C3%BCrdigkeit
Sekunde,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Sekunde
September,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/September
Sofa,A1,,,,das,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Sofa
Sohn,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Sohn
Sommer,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Sommer
Sonnabend,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Sonnabend
Sonne,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Sonne
Sonntag,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Sonntag
Speisekarte,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Speisekarte
Speisenkarte,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Speisenkarte
Sport,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Sport
Sprache,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Sprache
Stadt,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Stadt
Stelle,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Stelle
Stock,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Stock#2
Straße,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Stra%C3%9Fe
Straßenbahn,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Stra%C3%9Fenbahn
Student,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Student
Studium,A1,,,,das,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Studium
Stunde,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Stunde
Süden,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/S%C3%BCden
Tag,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Tag#1
Tasche,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Tasche
Taxi,A1,,,,das,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Taxi
Tee,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Tee#1
Teil,A1,,,,"der, das",,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Teil
Telefon,A1,,,,das,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Telefon
Termin,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Termin
Test,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Test
Text,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Text
Thema,A1,,,,das,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Thema
Ticket,A1,,,,das,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Ticket
Tisch,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Tisch
Tochter,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Tochter
Toilette,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Toilette
Tomate,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Tomate
Treppe,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Treppe
Uhr,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Uhr
Unterricht,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Unterricht
Unterschrift,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Unterschrift
Urlaub,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Urlaub
Vater,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Vater
Verein,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Verein
Verkäufer,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Verk%C3%A4ufer
Vermieter,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Vermieter
Verwandte,A1,,,,"die, der",,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Verwandte
Viertel,A1,,,,das,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Viertel#1
Vormittag,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Vormittag
Vorname,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Vorname
Vorsicht,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Vorsicht
Vorwahl,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Vorwahl
Wagen,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Wagen
Wasser,A1,,,,das,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Wasser
Wein,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Wein
Welt,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Welt
Westen,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Westen
Wetter,A1,,,,das,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Wetter
Wiederhören,A1,,,,das,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Wiederh%C3%B6ren
Wiedersehen,A1,,,,das,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Wiedersehen
Wind,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Wind
Winter,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Winter
Woche,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Woche
Wochenende,A1,,,,das,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Wochenende
Wochentag,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Wochentag
Wohnung,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Wohnung
Zeit,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Zeit
Zeitung,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Zeitung
Zentimeter,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Zentimeter
Zigarette,A1,,,,die,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Zigarette
Zimmer,A1,,,,das,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Zimmer
Zoll,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Zoll#2
Zug,A1,,,,der,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/Zug#1
Öl,A1,,,,das,,false,dwds-goethe-A1.csv,https://www.dwds.de/wb/%C3%96l
Ahnung,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Ahnung
Ampel,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Ampel
Angst,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Angst
Anzug,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Anzug
Apotheke,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Apotheke
Apparat,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Apparat
Artikel,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Artikel
Ausbildung,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Ausbildung
Ausstellung,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Ausstellung
Babysitter,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Babysitter
Ball,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Ball#1
Band,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Band#3
Basketball,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Basketball
Baustelle,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Baustelle
Berg,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Berg
Bescheid,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Bescheid
Besuch,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Besuch
Bewerbung,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Bewerbung
Bibliothek,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Bibliothek
Blatt,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Blatt
Blog,A2,,,,"das, der",,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Blog
Bluse,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Bluse
Bohne,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Bohne
Brille,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Brille
Brücke,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Br%C3%BCcke
Büro,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/B%C3%BCro
Cafeteria,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Cafeteria
Chefin,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Chefin
Circus,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Circus
Club,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Club
Comic,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Comic
Creme,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Creme
Crème,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Cr%C3%A8me
Dame,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Dame
Datei,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Datei
Ding,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Ding#1
Disco,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Disco#1
Disko,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Disko#1
E-Book,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/E-Book
Ehepartner,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Ehepartner
Einkaufszentrum,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Einkaufszentrum
Eis,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Eis#1
Erdgeschoss,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Erdgeschoss
Erfahrung,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Erfahrung
Erlaubnis,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Erlaubnis
Ermäßigung,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Erm%C3%A4%C3%9Figung
Fach,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Fach#2
Fahrplan,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Fahrplan
Fan,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Fan
Feier,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Feier
Fenster,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Fenster
Ferien,A2,,,,,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Ferien
Fest,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Fest
Festival,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Festival
Flohmarkt,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Flohmarkt
Flug,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Flug
Fluss,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Fluss
Fotoapparat,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Fotoapparat
Freundin,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Freundin
Fundsache,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Fundsache
Führerschein,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/F%C3%BChrerschein
Gabel,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Gabel
Garage,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Garage
Gegenteil,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Gegenteil
Gehalt,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Gehalt#2
Geldbörse,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Geldb%C3%B6rse
Gericht,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Gericht#1
Gerät,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Ger%C3%A4t
Geschichte,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Geschichte
Geschirr,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Geschirr#1
Gesundheit,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Gesundheit
Gewitter,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Gewitter
Gitarre,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Gitarre
Grippe,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Grippe
Hals,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Hals#1
Hamburger,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Hamburger#3
Handtuch,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Handtuch
Hauptstadt,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Hauptstadt
Haushalt,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Haushalt
Heft,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Heft#1
Heizung,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Heizung
Hemd,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Hemd
Himmel,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Himmel
Homepage,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Homepage
Hose,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Hose
Händetuch,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/H%C3%A4ndetuch
Idee,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Idee
Insel,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Insel
Instrument,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Instrument
Interesse,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Interesse
Interview,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Interview
Jeans,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Jeans
Jugendherberge,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Jugendherberge
Kalender,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kalender
Kamera,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kamera
Katze,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Katze
Kaufhaus,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kaufhaus
Keller,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Keller
Kenntnis,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kenntnis
Kette,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kette
Kirche,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kirche
Klavier,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Klavier
Kleid,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kleid
Klub,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Klub
Kollegin,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kollegin
Kontakt,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kontakt
Konzert,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Konzert
Kosmetik,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kosmetik
Krankenhaus,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Krankenhaus
Krankenkasse,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Krankenkasse
Krankheit,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Krankheit
Kredit,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kredit#1
Kreuzung,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kreuzung
Krimi,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Krimi
Kultur,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kultur
Kunst,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Kunst
Käse,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/K%C3%A4se
Körper,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/K%C3%B6rper
Lampe,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Lampe#1
Landschaft,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Landschaft
Laptop,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Laptop
Liebe,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Liebe
Link,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Link
Lust,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Lust
Löffel,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/L%C3%B6ffel
Lüge,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/L%C3%BCge
Magen,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Magen
Mail,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Mail
Mailbox,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Mailbox
Mannschaft,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Mannschaft
Mantel,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Mantel
Markt,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Markt
Medikament,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Medikament
Meinung,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Meinung
Menge,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Menge
Messe,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Messe#1
Messer,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Messer#1
Mineralwasser,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Mineralwasser
Mitarbeiter,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Mitarbeiter
Mittagessen,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Mittagessen
Mittel,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Mittel
Mobiltelefon,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Mobiltelefon
Mode,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Mode
Motor,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Motor
Motorroller,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Motorroller
Museum,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Museum
Musik,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Musik
Müll,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/M%C3%BCll
Mütze,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/M%C3%BCtze
Nachbar,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Nachbar
Nachbarin,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Nachbarin
Nachricht,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Nachricht
Natur,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Natur
Note,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Note
Notiz,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Notiz
Nudel,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Nudel
Nächste,A2,,,,der,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/N%C3%A4chste; https://www.dwds.de/wb/n%C3%A4chste
Nähe,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/N%C3%A4he
Ohr,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Ohr
Orange,A2,,,,die,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Orange#1
Paar,A2,,,,das,,false,dwds-goethe-A2.csv,https://www.dwds.de/wb/Paar
